BAIRRO,MARCA_OBJETO,DIA_SEMANA,PERIODO,IDADE,SEXO
PEDREIRA,Motorola,SABADO,TARDE,36,HOMEM
JARDIM ALTO ALEGRE (SAO RAFAEL),LG,QUINTA,MANHA,40,HOMEM
REPUBLICA,Samsung,QUARTA,NOITE,57,MULHER
BUTANTA,Apple,QUINTA,NOITE,34,MULHER
JARDIM SAO CARLOS (ZONA LESTE),Apple,QUINTA,NOITE,21,MULHER
VILA MARIANA,Apple,SEXTA,MANHA,43,MULHER
CAPAO REDONDO,Apple,QUARTA,NOITE,15,MULHER
SE,Xiaomi,SEGUNDA,MANHA,80,HOMEM
BRAS,Samsung,DOMINGO,NOITE,18,MULHER
PARQUE SAO RAFAEL,Samsung,QUINTA,TARDE,56,MULHER
SAO MIGUEL,Motorola,QUINTA,NOITE,28,MULHER
CIDADE LIDER,Apple,TERCA,MADRUGADA,37,HOMEM
INTERLAGOS,Xiaomi,SEXTA,MANHA,27,MULHER
ARICANDUVA,Samsung,SABADO,TARDE,23,MULHER
SACOMA,Motorola,TERCA,NOITE,31,MULHER
CACHOEIRINHA,Samsung,SEXTA,MADRUGADA,27,HOMEM
PERDIZES,Apple,SEXTA,TARDE,27,MULHER
CONSOLACAO,Apple,QUARTA,NOITE,31,HOMEM
CAMPO LIMPO,Samsung,DOMINGO,TARDE,38,HOMEM
SANTO AMARO,Apple,SABADO,MADRUGADA,27,MULHER
JARDIM ITAPEVA,Samsung,QUINTA,NOITE,25,MULHER
CANINDE,Apple,TERCA,MANHA,78,MULHER
GUAIANASES,Apple,TERCA,NOITE,35,MULHER
GRAJAU,Apple,QUINTA,MADRUGADA,36,MULHER
CAMBUCI,Samsung,TERCA,MANHA,27,HOMEM
RIO PEQUENO,Samsung,DOMINGO,TARDE,79,MULHER
SAO MIGUEL,Samsung,QUINTA,NOITE,22,HOMEM
CENTRO HISTORICO DE SAO PAULO,Apple,SEXTA,TARDE,29,MULHER
VARZEA DA BARRA FUNDA,Apple,QUARTA,NOITE,47,HOMEM
JARDIM DAS FLORES,Motorola,TERCA,TARDE,40,MULHER
JD SAO LUIS,Samsung,SEXTA,MADRUGADA,37,HOMEM
AGUA RASA,Xiaomi,QUARTA,MADRUGADA,22,MULHER
VILA MARIA,Apple,QUARTA,NOITE,37,HOMEM
SAO MATEUS,Xiaomi,SABADO,NOITE,51,MULHER
VILA MARIANA,Apple,QUARTA,NOITE,51,HOMEM
SAO RAFAEL,Samsung,DOMINGO,MADRUGADA,52,MULHER
CAMBUCI,Apple,QUARTA,NOITE,27,MULHER
ITAIM PAULISTA,Samsung,SABADO,MADRUGADA,28,HOMEM
MOOCA,Outros,SEGUNDA,TARDE,20,MULHER
JARDIM ANGELA,Motorola,QUINTA,MADRUGADA,27,MULHER
VILA CURUCA,Samsung,QUARTA,MADRUGADA,19,HOMEM
CENTRO HISTORICO DE SAO PAULO,Apple,SEGUNDA,NOITE,54,HOMEM
JABAQUARA,Apple,SEGUNDA,NOITE,61,HOMEM
CAPAO REDONDO,Apple,TERCA,MANHA,70,MULHER
SAO MIGUEL PAULISTA,Apple,SEXTA,MANHA,41,MULHER
IPIRANGA,Apple,TERCA,NOITE,21,MULHER
CAMPO LIMPO,Samsung,SEXTA,MADRUGADA,31,MULHER
SANTA CECILIA,Samsung,DOMINGO,TARDE,15,HOMEM
MOOCA,Apple,SEGUNDA,NOITE,37,HOMEM
MOOCA,Samsung,QUARTA,MANHA,36,MULHER
VILA CORDEIRO,Motorola,DOMINGO,MANHA,29,MULHER
PERUS,Motorola,SEXTA,MANHA,70,MULHER
JARDIM PAULISTA,Outros,QUINTA,TARDE,45,MULHER
BOM RETIRO,Samsung,SABADO,TARDE,56,MULHER
SAPOPEMBA,Apple,QUARTA,TARDE,26,HOMEM
VILA CAMPANELA,Samsung,QUINTA,TARDE,20,MULHER
SE,Apple,QUINTA,MADRUGADA,51,MULHER
PINHEIROS,Apple,SABADO,NOITE,28,HOMEM
VILA REGENTE FEIJO,Motorola,SABADO,NOITE,44,HOMEM
VILA JAGUARA,Samsung,QUARTA,TARDE,52,MULHER
REPUBLICA,Xiaomi,SABADO,MADRUGADA,42,MULHER
VILA SONIA,Apple,SEGUNDA,NOITE,75,MULHER
CIDADE DUTRA,Xiaomi,QUARTA,NOITE,36,HOMEM
GRAJAU,Motorola,TERCA,NOITE,21,HOMEM
CONSOLACAO,Samsung,SEGUNDA,TARDE,28,HOMEM
ARTUR ALVIM,Samsung,SEGUNDA,MADRUGADA,48,MULHER
SANTO AMARO,Xiaomi,SEXTA,NOITE,58,MULHER
TREMEMBE,Apple,TERCA,MANHA,33,MULHER
JARDIM MONTE KEMEL,Apple,QUINTA,NOITE,18,MULHER
BRAS,Apple,SEGUNDA,TARDE,47,HOMEM
VILA MADALENA,Samsung,SEXTA,NOITE,51,MULHER
ITAIM PAULISTA,Samsung,QUINTA,TARDE,33,MULHER
CENTRO,Apple,SEXTA,NOITE,57,MULHER
CIDADE TIRADENTES,Outros,SABADO,NOITE,38,HOMEM
CIDADE ADEMAR,Apple,DOMINGO,TARDE,54,HOMEM
JABAQUARA,Apple,DOMINGO,TARDE,40,HOMEM
JD SAO LUIS,Apple,DOMINGO,MADRUGADA,43,MULHER
LUZ,Xiaomi,SEGUNDA,TARDE,29,HOMEM
CIDADE SAO MATEUS,Samsung,SEGUNDA,TARDE,49,HOMEM
CENTRO HISTORICO DE SAO PAULO,Motorola,SABADO,TARDE,36,MULHER
JABAQUARA,Samsung,DOMINGO,MANHA,52,HOMEM
SAUDE,Apple,DOMINGO,MADRUGADA,34,HOMEM
BELA VISTA,Apple,SEGUNDA,NOITE,40,HOMEM
JARDIM GUAIRACA,Motorola,TERCA,NOITE,28,MULHER
PINHEIROS,Apple,SEXTA,NOITE,77,HOMEM
CAPAO REDONDO,Motorola,QUINTA,NOITE,28,MULHER
SAUDE,Apple,TERCA,MANHA,23,MULHER
SE,Apple,QUARTA,TARDE,16,MULHER
SAO MIGUEL,Asus,QUARTA,TARDE,16,MULHER
SAPOPEMBA,Samsung,DOMINGO,NOITE,32,HOMEM
JARAGUA,Samsung,SEXTA,TARDE,63,MULHER
SE,Outros,DOMINGO,MANHA,60,HOMEM
PERDIZES,Samsung,QUINTA,MANHA,47,MULHER
CAPAO REDONDO,Samsung,QUINTA,NOITE,75,MULHER
CACHOEIRINHA,Motorola,DOMINGO,MADRUGADA,25,MULHER
VILA CAMPANELA,Samsung,QUINTA,NOITE,36,MULHER
JARDIM ADUTORA,Motorola,TERCA,NOITE,19,HOMEM
PENHA DE FRANCA,Samsung,SABADO,TARDE,56,MULHER
CAMBUCI,Outros,TERCA,NOITE,57,MULHER
VILA JACUI,Motorola,SABADO,NOITE,19,MULHER
ITAIM PAULISTA,Asus,TERCA,MANHA,28,HOMEM
CAPAO REDONDO,Motorola,QUINTA,MADRUGADA,25,MULHER
BRAS,Outros,SEXTA,MANHA,54,HOMEM
JARDIM REGINA,Motorola,TERCA,TARDE,48,HOMEM
JARDIM PAULISTA,Samsung,SEXTA,NOITE,44,MULHER
VILA NOVA GALVAO,Outros,DOMINGO,TARDE,20,MULHER
VILA JARAGUA,Apple,SABADO,MANHA,18,HOMEM
REPUBLICA,Apple,QUINTA,MADRUGADA,55,HOMEM
JARDIM GERMANIA,Outros,SEGUNDA,MADRUGADA,30,HOMEM
BOM RETIRO,Motorola,SABADO,NOITE,23,MULHER
JACANA,Xiaomi,SABADO,TARDE,19,MULHER
CONSOLACAO,Samsung,SEXTA,MADRUGADA,32,HOMEM
VILA SONIA,Samsung,QUINTA,MADRUGADA,30,HOMEM
CARRAO,Samsung,QUARTA,NOITE,30,HOMEM
VILA GUILHERME,Samsung,SEXTA,MADRUGADA,30,MULHER
CACHOEIRINHA,Apple,TERCA,NOITE,51,HOMEM
BELA VISTA,Apple,SEXTA,NOITE,52,HOMEM
GRAJAU,Samsung,QUINTA,MADRUGADA,28,HOMEM
VILA PREL,Motorola,SEXTA,NOITE,54,MULHER
ITAQUERA,Apple,SABADO,NOITE,36,MULHER
VILA GOMES CARDIM,Apple,TERCA,MANHA,33,HOMEM
BELA VISTA,Apple,DOMINGO,MADRUGADA,37,HOMEM
PINHEIROS,Motorola,QUINTA,MADRUGADA,50,HOMEM
SANTANA,Outros,QUINTA,MADRUGADA,63,HOMEM
PENHA,LG,TERCA,TARDE,48,HOMEM
ITAIM PAULISTA,Samsung,TERCA,NOITE,51,HOMEM
SAO DOMINGOS,Apple,TERCA,NOITE,16,HOMEM
JD SAO LUIS,Samsung,SEXTA,TARDE,53,MULHER
GUAIANASES,Samsung,SEXTA,MADRUGADA,56,MULHER
JARDIM HELENA,Samsung,SEGUNDA,TARDE,35,MULHER
CIDADE DUTRA,LG,SABADO,MANHA,25,HOMEM
VILA MARIANA,Apple,TERCA,NOITE,51,HOMEM
BUTANTA,Samsung,TERCA,NOITE,79,MULHER
JABAQUARA,Xiaomi,TERCA,NOITE,19,HOMEM
JARDIM SYDNEY,Samsung,SEXTA,NOITE,74,HOMEM
LAJEADO,Outros,SEXTA,TARDE,25,MULHER
CAMPO BELO,Samsung,QUARTA,MANHA,15,HOMEM
LAJEADO,LG,SEGUNDA,MADRUGADA,56,MULHER
SANTO AMARO,Apple,SEXTA,MADRUGADA,42,HOMEM
PIQUERI,Samsung,SABADO,MADRUGADA,42,HOMEM
VILA HELIOPOLIS,Motorola,TERCA,NOITE,28,MULHER
BRASILANDIA,Apple,QUARTA,MANHA,58,HOMEM
ITAIM PAULISTA,Samsung,QUARTA,MADRUGADA,18,MULHER
CAMPOS ELISEOS,Apple,SEGUNDA,MADRUGADA,25,MULHER
VILA PRUDENTE,Apple,SEXTA,MANHA,48,HOMEM
BARRA FUNDA,Samsung,TERCA,MANHA,32,HOMEM
BROOKLIN,Samsung,QUINTA,NOITE,53,HOMEM
JARDIM PAULISTA,Apple,QUARTA,NOITE,58,MULHER
VILA MATILDE,Samsung,SEGUNDA,TARDE,52,HOMEM
PARQUE DO LAGO,Samsung,DOMINGO,MANHA,25,MULHER
LIBERDADE,Motorola,SABADO,NOITE,23,HOMEM
LAPA DE BAIXO,Xiaomi,QUINTA,NOITE,29,MULHER
REPUBLICA,Samsung,SABADO,TARDE,53,MULHER
REPUBLICA,Samsung,SEXTA,MANHA,82,HOMEM
SAPOPEMBA,Samsung,QUINTA,NOITE,25,HOMEM
SAO RAFAEL,Motorola,QUINTA,MADRUGADA,35,HOMEM
PINHEIROS,Motorola,QUARTA,TARDE,18,MULHER
REPUBLICA,Xiaomi,SABADO,NOITE,45,MULHER
JARDIM ANGELA,Motorola,SEGUNDA,NOITE,38,HOMEM
CIDADE SAO MATEUS,Motorola,SEGUNDA,NOITE,43,HOMEM
LAJEADO,Motorola,TERCA,MADRUGADA,32,MULHER
RESIDENCIAL TAIPAS,Xiaomi,TERCA,MADRUGADA,31,HOMEM
VILA GUARANI(ZONA LESTE),Samsung,SEXTA,NOITE,46,MULHER
REPUBLICA,Samsung,SEXTA,MANHA,71,MULHER
PINHEIROS,Apple,SEXTA,TARDE,52,HOMEM
CONSOLACAO,Apple,TERCA,NOITE,56,HOMEM
PENHA,Samsung,QUARTA,TARDE,22,MULHER
PARQUE NOVO MUNDO,Outros,QUINTA,MADRUGADA,15,MULHER
TATUAPE,Apple,SEGUNDA,TARDE,23,MULHER
CONSOLACAO,Samsung,QUARTA,NOITE,31,MULHER
TREMEMBE,Samsung,DOMINGO,NOITE,50,HOMEM
CAPAO REDONDO,Samsung,TERCA,MANHA,28,HOMEM
JABAQUARA,Samsung,SEXTA,MADRUGADA,37,HOMEM
BELA VISTA,Samsung,QUINTA,MANHA,37,HOMEM
TREMEMBE,Motorola,QUINTA,NOITE,32,HOMEM
REPUBLICA,Motorola,SEXTA,NOITE,20,MULHER
BRAS,Apple,TERCA,TARDE,42,HOMEM
JD SAO LUIS,Apple,DOMINGO,NOITE,32,MULHER
JARDIM DO LAGO,Apple,SABADO,MADRUGADA,45,HOMEM
VILA CARMOSINA,Motorola,SEXTA,TARDE,34,MULHER
GRAJAU,Samsung,SEGUNDA,NOITE,66,HOMEM
SANTA CECILIA,Motorola,DOMINGO,TARDE,62,MULHER
SAO MATEUS,Motorola,SABADO,NOITE,40,MULHER
LIBERDADE,Samsung,SEGUNDA,MANHA,26,HOMEM
LIBERDADE,Apple,DOMINGO,NOITE,31,HOMEM
LUZ,Outros,SEXTA,MADRUGADA,25,HOMEM
PENHA DE FRANCA,Samsung,TERCA,NOITE,22,HOMEM
LUZ,Xiaomi,TERCA,TARDE,77,HOMEM
VILA MOINHO VELHO,Samsung,QUARTA,MANHA,37,MULHER
VILA NOVA CONCEICAO,Apple,SEGUNDA,MANHA,32,MULHER
JABAQUARA,Samsung,TERCA,NOITE,16,MULHER
CAPAO REDONDO,Apple,SEXTA,TARDE,22,MULHER
VILA ANDRADE,Samsung,SEXTA,MADRUGADA,21,HOMEM
JARDIM VILA MARIANA,Apple,DOMINGO,MANHA,20,MULHER
TATUAPE,Motorola,SEGUNDA,MANHA,27,HOMEM
REPUBLICA,Outros,SEGUNDA,MANHA,30,HOMEM
PIRITUBA,Xiaomi,SABADO,NOITE,20,HOMEM
LIMAO,Apple,QUINTA,NOITE,35,MULHER
CIDADE ADEMAR,Samsung,DOMINGO,NOITE,42,MULHER
MORUMBI,Apple,SEXTA,NOITE,32,MULHER
JARAGUA,Samsung,QUINTA,NOITE,34,MULHER
LIMAO,Apple,TERCA,MANHA,76,HOMEM
PEDREIRA,Samsung,QUARTA,MANHA,50,MULHER
CAPAO REDONDO,Apple,QUINTA,MADRUGADA,32,HOMEM
PLANALTO PAULISTA,Apple,DOMINGO,TARDE,19,HOMEM
BRASILANDIA,Samsung,QUARTA,NOITE,20,MULHER
CAPAO REDONDO,Outros,QUARTA,NOITE,26,MULHER
CENTRO HISTORICO DE SAO PAULO,Apple,DOMINGO,NOITE,38,MULHER
JARDIM FELICIDADE(ZONA NORTE),Outros,QUARTA,MANHA,34,HOMEM
RAPOSO TAVARES,Samsung,SEXTA,MADRUGADA,29,HOMEM
CONCEICAO,Samsung,SEGUNDA,MANHA,58,HOMEM
SANTO AMARO,Outros,SEGUNDA,TARDE,29,HOMEM
CAMPO LIMPO,Nokia,DOMINGO,TARDE,19,MULHER
PINHEIROS,Samsung,TERCA,MANHA,47,HOMEM
CAPAO REDONDO,Motorola,TERCA,NOITE,71,HOMEM
INTERLAGOS,Motorola,QUARTA,MADRUGADA,25,HOMEM
VILA REGENTE FEIJO,Samsung,QUINTA,MANHA,80,MULHER
IPIRANGA,Samsung,TERCA,TARDE,61,MULHER
JARDIM ANGELA,Outros,TERCA,NOITE,84,HOMEM
BROOKLIN,Samsung,SABADO,MADRUGADA,35,MULHER
LIBERDADE,Samsung,SEXTA,NOITE,37,HOMEM
CENTRO HISTORICO DE SAO PAULO,Apple,QUINTA,NOITE,34,HOMEM
SANTANA,Motorola,DOMINGO,MANHA,46,MULHER
VILA GERTRUDES,Outros,TERCA,TARDE,41,HOMEM
VARZEA DA BARRA FUNDA,Samsung,SABADO,TARDE,71,HOMEM
VILA CURUCA,Xiaomi,QUINTA,NOITE,42,MULHER
PARQUE DO CARMO,Samsung,TERCA,NOITE,34,HOMEM
TREMEMBE,Motorola,QUARTA,MANHA,15,HOMEM
SAO MATEUS,Samsung,QUARTA,MANHA,37,MULHER
MOOCA,Apple,QUINTA,MANHA,22,HOMEM
CIDADE ADEMAR,Samsung,TERCA,MANHA,49,HOMEM
SE,Samsung,QUARTA,MANHA,23,HOMEM
CANGAIBA,Motorola,DOMINGO,TARDE,23,HOMEM
VILA FORMOSA,Samsung,QUINTA,NOITE,23,MULHER
VILA PRUDENTE,Motorola,DOMINGO,NOITE,15,MULHER
JARDIM AIMORE,Motorola,TERCA,NOITE,80,HOMEM
CAMBUCI,Apple,QUINTA,NOITE,34,MULHER
VILA BUARQUE,Apple,SEGUNDA,NOITE,36,MULHER
CAMPO GRANDE,Samsung,QUINTA,NOITE,29,HOMEM
PINHEIROS,Siemens,SEXTA,MADRUGADA,81,MULHER
JARDIM ANGELA,Motorola,SEGUNDA,NOITE,84,MULHER
BUTANTA,Asus,SABADO,NOITE,36,MULHER
REPUBLICA,Samsung,DOMINGO,MADRUGADA,15,MULHER
REPUBLICA,LG,QUARTA,MADRUGADA,43,MULHER
PEDREIRA,Apple,TERCA,MANHA,71,HOMEM
PENHA,Apple,SEGUNDA,TARDE,50,MULHER
VILA PRUDENTE,Motorola,TERCA,TARDE,58,MULHER
JARDIM SAPOPEMBA,Samsung,QUARTA,MADRUGADA,38,HOMEM
LAPA,Xiaomi,TERCA,NOITE,20,HOMEM
VILA PRUDENTE,Samsung,QUINTA,NOITE,32,HOMEM
JARDIM COLINA,Apple,SABADO,NOITE,34,HOMEM
SANTO AMARO,Motorola,SABADO,MADRUGADA,20,HOMEM
SAO DOMINGOS,Apple,SABADO,MANHA,56,HOMEM
LAPA,Samsung,TERCA,MANHA,21,HOMEM
BELA VISTA,Apple,TERCA,TARDE,30,HOMEM
TREMEMBE,Motorola,SEXTA,TARDE,30,MULHER
TREMEMBE,Samsung,QUINTA,MADRUGADA,52,HOMEM
CIDADE TIRADENTES,Samsung,TERCA,MADRUGADA,55,HOMEM
VILA TALARICO,Samsung,SEXTA,TARDE,33,HOMEM
TATUAPE,Samsung,DOMINGO,NOITE,18,MULHER
SAO DOMINGOS,Motorola,SABADO,NOITE,51,HOMEM
CIDADE TIRADENTES,LG,SABADO,NOITE,25,HOMEM
GUAIANASES,Motorola,SABADO,NOITE,36,MULHER
VILA OLIMPIA,Apple,QUINTA,NOITE,47,HOMEM
CAMBUCI,Samsung,DOMINGO,NOITE,47,MULHER
REPUBLICA,Apple,SABADO,MADRUGADA,22,MULHER
PEDREIRA,Apple,SEGUNDA,MANHA,30,MULHER
BELA VISTA,Outros,DOMINGO,TARDE,79,MULHER
CAMPO GRANDE,Samsung,DOMINGO,MANHA,41,HOMEM
BELA VISTA,Apple,DOMINGO,NOITE,25,HOMEM
SOCORRO,Motorola,DOMINGO,NOITE,23,MULHER
INDIANOPOLIS,Xiaomi,QUINTA,MANHA,23,HOMEM
VILA GOMES CARDIM,Samsung,DOMINGO,NOITE,42,MULHER
PINHEIROS,Multilaser,QUINTA,MADRUGADA,21,HOMEM
PINHEIROS,Apple,DOMINGO,MADRUGADA,32,MULHER
LAUZANE PAULISTA,Samsung,QUARTA,NOITE,21,HOMEM
JARDIM UMUARAMA,Apple,QUARTA,NOITE,58,MULHER
CONSOLACAO,Apple,SABADO,MADRUGADA,44,MULHER
JARDIM PERI,Apple,SEXTA,MADRUGADA,20,HOMEM
SE,Samsung,QUINTA,TARDE,56,MULHER
JD SAO LUIS,Apple,TERCA,NOITE,31,MULHER
PARQUE PAINEIRAS,Samsung,QUINTA,MANHA,36,MULHER
JARDIM ANGELA,Outros,SEGUNDA,NOITE,20,HOMEM
TREMEMBE,LG,SEGUNDA,MANHA,41,MULHER
AGUA RASA,Samsung,QUINTA,MADRUGADA,18,MULHER
ARTUR ALVIM,Samsung,TERCA,MADRUGADA,53,MULHER
VILA ANDRADE,Samsung,QUINTA,NOITE,35,HOMEM
VILA MARIANA,Apple,TERCA,NOITE,47,HOMEM
JARDIM VITORIA REGIA,Apple,DOMINGO,MANHA,15,MULHER
FLOR DE MAIO,Motorola,SABADO,NOITE,16,MULHER
VILA MARIA,Motorola,SEGUNDA,MANHA,28,HOMEM
BOM RETIRO,Motorola,QUARTA,MANHA,23,MULHER
JARDIM COLONIAL,Samsung,SEGUNDA,NOITE,23,HOMEM
ITAIM BIBI,Samsung,TERCA,NOITE,26,MULHER
SAO DOMINGOS,Samsung,TERCA,NOITE,30,HOMEM
IPIRANGA,Motorola,SEGUNDA,TARDE,19,HOMEM
JARDIM CAMBIRI,Apple,SABADO,TARDE,54,HOMEM
IMIRIM,Samsung,SEXTA,MADRUGADA,78,HOMEM
REPUBLICA,Asus,TERCA,MADRUGADA,62,MULHER
JARAGUA,Xiaomi,SEXTA,MANHA,56,MULHER
CHACARA ITAIM,Samsung,TERCA,TARDE,82,HOMEM
CIDADE TIRADENTES,Samsung,QUINTA,NOITE,36,MULHER
CONJUNTO HABITACIONAL INACIO MONTEIRO,Apple,SEGUNDA,TARDE,29,MULHER
CENTRO HISTORICO DE SAO PAULO,Apple,QUINTA,TARDE,29,HOMEM
VILA DA SAUDE,Asus,QUARTA,MANHA,28,MULHER
CAPAO REDONDO,Xiaomi,QUINTA,TARDE,73,MULHER
SUMARE,Apple,TERCA,MANHA,23,HOMEM
BUTANTA,Samsung,SABADO,MADRUGADA,49,MULHER
PEDREIRA,Samsung,SEGUNDA,NOITE,44,HOMEM
CAPAO REDONDO,Samsung,SEGUNDA,MANHA,18,HOMEM
VILA VITORIO MAZZEI,Motorola,SABADO,TARDE,23,HOMEM
CIDADE ADEMAR,Motorola,DOMINGO,MANHA,23,MULHER
CAMBUCI,Apple,DOMINGO,MANHA,15,HOMEM
BUTANTA,Apple,SEGUNDA,TARDE,28,MULHER
CIDADE LIDER,Motorola,DOMINGO,NOITE,57,HOMEM
VILA MATILDE,Motorola,QUARTA,MANHA,22,MULHER
IPIRANGA,Motorola,SEXTA,MANHA,56,HOMEM
PLANALTO PAULISTA,Apple,QUINTA,NOITE,28,HOMEM
BRAS,Apple,SEXTA,TARDE,42,HOMEM
CAMPO LIMPO,Xiaomi,DOMINGO,MADRUGADA,15,HOMEM
VILA OLIMPIA,Apple,QUINTA,NOITE,73,MULHER
AGUA RASA,Samsung,SEXTA,NOITE,54,MULHER
VILA POPULAR,Apple,SABADO,MANHA,22,HOMEM
SAO MATEUS,Samsung,SEGUNDA,TARDE,72,MULHER
RAPOSO TAVARES,Apple,SABADO,NOITE,28,HOMEM
CAMBUCI,Samsung,SEGUNDA,TARDE,22,MULHER
BRASILANDIA,Motorola,SABADO,MADRUGADA,46,HOMEM
IPIRANGA,Xiaomi,SABADO,NOITE,27,HOMEM
BARRA FUNDA,Apple,SABADO,MADRUGADA,80,HOMEM
REPUBLICA,Samsung,DOMINGO,NOITE,37,MULHER
VILA GIL,Motorola,SABADO,NOITE,29,HOMEM
INSTITUTO DE PREVIDENCIA,Outros,SEGUNDA,TARDE,29,HOMEM
BRAS,Apple,TERCA,MANHA,16,HOMEM
REPUBLICA,Motorola,SEGUNDA,TARDE,15,HOMEM
JAGUARE,Samsung,QUARTA,TARDE,36,MULHER
BELA VISTA,Samsung,QUARTA,TARDE,22,MULHER
RAPOSO TAVARES,Xiaomi,SEXTA,MANHA,70,MULHER
SANTANA,Motorola,SABADO,NOITE,21,MULHER
BRASILANDIA,Apple,QUARTA,NOITE,16,MULHER
JARDIM NELIA IV,Samsung,QUINTA,MANHA,29,MULHER
SAO MATEUS,Samsung,QUARTA,NOITE,43,MULHER
JARDIM VERA CRUZ(ZONA SUL),Motorola,QUINTA,MANHA,56,MULHER
REPUBLICA,Asus,QUINTA,NOITE,18,MULHER
SAO MATEUS,Motorola,QUINTA,MANHA,25,MULHER
REPUBLICA,Samsung,SEXTA,NOITE,18,HOMEM
JABAQUARA,Samsung,DOMINGO,TARDE,46,HOMEM
SANTANA,Xiaomi,DOMINGO,MANHA,37,HOMEM
PARQUE DO CARMO,Samsung,DOMINGO,MADRUGADA,15,MULHER
CAMPOS ELISEOS,Apple,DOMINGO,TARDE,45,HOMEM
VILA MARIANA,Apple,SABADO,MADRUGADA,56,HOMEM
IGUATEMI,Motorola,SABADO,NOITE,58,MULHER
VILA VERA,Samsung,SABADO,NOITE,30,MULHER
ITAIM BIBI,Apple,TERCA,NOITE,19,MULHER
VILA MEDEIROS,Motorola,QUINTA,MANHA,32,HOMEM
CAPAO REDONDO,Samsung,SABADO,NOITE,82,MULHER
SACOMA,Apple,SEXTA,NOITE,34,HOMEM
CONSOLACAO,Apple,QUARTA,NOITE,22,HOMEM
CAPAO REDONDO,Apple,QUARTA,MADRUGADA,38,MULHER
SANTO AMARO,Samsung,QUINTA,MANHA,40,MULHER
VILA PRUDENTE,Samsung,TERCA,MANHA,33,HOMEM
CAMBUCI,Samsung,SABADO,NOITE,28,MULHER
CAMPO LIMPO,Samsung,SABADO,MADRUGADA,44,HOMEM
IGUATEMI,Samsung,SEGUNDA,TARDE,38,HOMEM
JURUBATUBA,Apple,SEXTA,NOITE,19,HOMEM
VILA RUI BARBOSA,Samsung,QUINTA,NOITE,54,MULHER
ITAIM BIBI,Samsung,SEXTA,TARDE,48,HOMEM
VILA GUILHERME,Motorola,SEGUNDA,TARDE,34,MULHER
CAPAO REDONDO,Motorola,TERCA,NOITE,37,HOMEM
AGUA RASA,Samsung,QUARTA,MANHA,31,HOMEM
BOM RETIRO,Motorola,SEXTA,MADRUGADA,70,MULHER
CAMPO LIMPO,Motorola,QUARTA,MANHA,41,HOMEM
CIDADE NOVA HELIOPOLIS,Outros,SEGUNDA,MANHA,33,HOMEM
TATUAPE,Outros,SEXTA,TARDE,43,MULHER
PEDREIRA,Xiaomi,QUARTA,MANHA,33,HOMEM
PINHEIROS,Apple,SABADO,NOITE,78,MULHER
BARRA FUNDA,Samsung,SEGUNDA,NOITE,29,MULHER
IGUATEMI,Motorola,QUARTA,NOITE,34,MULHER
VILA MARIANA,Apple,SEXTA,NOITE,15,HOMEM
CASA VERDE,Motorola,SEGUNDA,TARDE,20,MULHER
CIDADE JARDIM,Apple,SEXTA,MANHA,18,HOMEM
MORUMBI,Outros,QUARTA,NOITE,50,HOMEM
ARTUR ALVIM,Asus,QUARTA,MADRUGADA,47,HOMEM
CAMBUCI,Samsung,SABADO,NOITE,84,MULHER
VILA MATILDE,Motorola,TERCA,NOITE,37,HOMEM
BELA VISTA,Apple,QUARTA,NOITE,28,MULHER
SANTO AMARO,Apple,SABADO,NOITE,47,HOMEM
PEDREIRA,Samsung,QUINTA,MADRUGADA,78,HOMEM
CAMPO GRANDE,Samsung,QUARTA,MANHA,16,MULHER
VILA MARIANA,Apple,TERCA,NOITE,19,MULHER
JARDIM ANGELA,Samsung,SEXTA,MANHA,25,MULHER
SANTANA,Samsung,SABADO,MANHA,40,MULHER
CIDADE DUTRA,Samsung,DOMINGO,MANHA,29,MULHER
CAMPO BELO,Apple,QUARTA,TARDE,73,MULHER
CIDADE PATRIARCA,Samsung,TERCA,NOITE,41,MULHER
JD SAO LUIS,Samsung,SABADO,NOITE,34,HOMEM
CAPAO REDONDO,Xiaomi,TERCA,NOITE,81,MULHER
JARDIM PANORAMA,Apple,SEXTA,NOITE,33,HOMEM
BELA VISTA,Samsung,QUARTA,MANHA,51,MULHER
JARDIM FELICIDADE (ZONA OESTE),Apple,QUINTA,NOITE,27,MULHER
PARQUE EDU CHAVES,Motorola,SEGUNDA,MADRUGADA,47,MULHER
JARDIM ANGELA,Samsung,SEGUNDA,NOITE,23,HOMEM
SAO MATEUS,Xiaomi,SEGUNDA,NOITE,57,MULHER
TREMEMBE,Samsung,QUARTA,NOITE,49,HOMEM
SE,Motorola,TERCA,NOITE,32,MULHER
SE,Motorola,SEXTA,NOITE,57,HOMEM
GRAJAU,Motorola,SABADO,NOITE,25,HOMEM
BARRA FUNDA,Apple,SEXTA,MADRUGADA,40,HOMEM
JARDIM BOA VISTA (ZONA OESTE),Samsung,SEGUNDA,NOITE,44,HOMEM
JARDIM PAULISTANO (ZONA NORTE),Samsung,TERCA,TARDE,58,HOMEM
AGUA BRANCA,Apple,TERCA,NOITE,21,MULHER
JARDIM SORAIA,Motorola,QUARTA,NOITE,30,MULHER
PARQUE DO CARMO,Samsung,DOMINGO,MADRUGADA,56,HOMEM
ARTUR ALVIM,Motorola,TERCA,MANHA,31,MULHER
GUAIANASES,Apple,QUARTA,NOITE,25,HOMEM
